timestamp,temperature_c,humidity_pct,wind_speed_ms,solar_irradiance_wm2,solar_generation_mw,wind_generation_mw,renewable_total_mw,is_weekend,grid_total_load_mw,net_load_mw
2024-01-04 03:00:00,0.85,92.9,4.32,0.0,0.0,2.6,2.6,0,1003.17,1000.57
2024-01-04 04:00:00,-0.6,65.1,6.7,0.0,1.21,41.45,42.66,0,1158.15,1115.49
2024-01-04 05:00:00,-0.95,72.2,4.27,0.0,0.0,3.37,3.37,0,1244.74,1241.37
2024-01-04 06:00:00,0.71,81.6,6.59,0.0,1.07,37.0,38.07,0,1468.53,1430.46
2024-01-04 07:00:00,-2.83,79.9,3.22,71.3,27.12,1.62,28.74,0,1689.94,1661.2
2024-01-04 08:00:00,2.26,51.0,12.69,131.6,62.22,225.97,288.19,0,1665.55,1377.36
2024-01-04 09:00:00,4.82,65.0,1.83,178.6,83.36,2.27,85.63,0,1725.19,1639.56
2024-01-04 10:00:00,8.58,75.3,5.45,262.9,116.0,15.77,131.77,0,1564.62,1432.85
2024-01-04 11:00:00,5.4,85.1,3.77,283.0,131.81,0.0,131.81,0,1650.71,1518.9
2024-01-04 12:00:00,5.8,66.4,6.23,215.0,94.24,30.69,124.93,0,1550.83,1425.9
2024-01-04 13:00:00,7.27,56.9,4.86,266.4,115.99,7.72,123.71,0,1524.83,1401.12
2024-01-04 14:00:00,10.88,51.1,3.93,231.6,109.79,2.16,111.95,0,1406.65,1294.7
2024-01-04 15:00:00,9.76,76.7,3.49,153.6,75.26,0.0,75.26,0,1494.04,1418.78
2024-01-04 16:00:00,7.7,65.0,2.92,94.3,43.81,0.0,43.81,0,1600.09,1556.28
2024-01-04 17:00:00,9.5,53.0,8.03,83.4,39.37,70.12,109.49,0,1707.45,1597.96
2024-01-04 18:00:00,7.79,59.1,3.26,0.0,5.31,0.0,5.31,0,1826.46,1821.15
2024-01-04 19:00:00,8.67,64.5,7.92,0.0,1.0,69.7,70.7,0,1824.2,1753.5
2024-01-04 20:00:00,3.79,67.8,5.3,0.0,0.0,14.53,14.53,0,1761.47,1746.94
2024-01-04 21:00:00,3.32,57.8,1.78,0.0,1.11,1.2,2.31,0,1629.06,1626.75
2024-01-04 22:00:00,1.88,61.6,2.76,0.0,0.0,6.96,6.96,0,1390.87,1383.91
2024-01-04 23:00:00,-1.68,54.8,9.72,0.0,0.0,133.72,133.72,0,1285.97,1152.25
2024-01-05 00:00:00,1.14,77.6,6.25,0.0,0.0,32.12,32.12,0,1112.24,1080.12
2024-01-05 01:00:00,0.27,67.5,2.93,0.0,0.61,1.83,2.44,0,1052.42,1049.98
2024-01-05 02:00:00,-0.79,74.5,7.17,0.0,0.0,55.65,55.65,0,1068.4,1012.75
2024-01-05 03:00:00,-1.49,82.4,8.56,0.0,4.85,88.97,93.82,0,1043.85,950.03
2024-01-05 04:00:00,-3.92,72.6,4.12,0.0,0.0,6.24,6.24,0,1146.37,1140.13
2024-01-05 05:00:00,-1.23,69.3,5.86,0.0,0.46,18.89,19.35,0,1218.91,1199.56
2024-01-05 06:00:00,-0.27,70.8,3.83,0.0,0.0,2.63,2.63,0,1425.67,1423.04
2024-01-05 07:00:00,-0.24,68.5,1.88,71.1,35.85,0.37,36.22,0,1684.91,1648.69
2024-01-05 08:00:00,2.38,76.5,4.64,116.2,53.02,3.48,56.5,0,1726.57,1670.07
2024-01-05 09:00:00,4.91,67.5,7.67,142.9,66.28,68.56,134.84,0,1656.28,1521.44
2024-01-05 10:00:00,9.47,59.1,5.09,176.1,76.45,10.78,87.23,0,1517.25,1430.02
2024-01-05 11:00:00,6.91,70.4,4.69,241.8,109.43,3.16,112.59,0,1571.02,1458.43
2024-01-05 12:00:00,8.13,70.6,4.39,248.4,119.14,14.32,133.46,0,1524.82,1391.36
2024-01-05 13:00:00,8.19,49.1,5.09,201.9,87.48,9.83,97.31,0,1500.58,1403.27
2024-01-05 14:00:00,4.63,71.5,4.02,253.7,108.28,0.0,108.28,0,1574.47,1466.19
2024-01-05 15:00:00,8.97,61.9,6.33,221.8,95.92,31.49,127.41,0,1467.71,1340.3
2024-01-05 16:00:00,8.99,61.5,1.67,140.0,78.72,0.82,79.54,0,1620.35,1540.81
2024-01-05 17:00:00,13.77,67.9,8.34,60.1,21.8,78.79,100.59,0,1633.68,1533.09
2024-01-05 18:00:00,7.14,56.2,2.83,0.0,4.31,2.65,6.96,0,1823.49,1816.53
2024-01-05 19:00:00,7.19,69.6,6.51,0.0,2.8,30.63,33.43,0,1822.29,1788.86
2024-01-05 20:00:00,5.24,60.4,5.02,0.0,0.0,7.89,7.89,0,1801.99,1794.1
2024-01-05 21:00:00,1.45,53.2,7.92,0.0,0.0,76.4,76.4,0,1696.88,1620.48
2024-01-05 22:00:00,5.24,58.6,8.6,0.0,6.5,89.14,95.64,0,1349.02,1253.38
2024-01-05 23:00:00,3.18,72.5,3.11,0.0,0.0,0.0,0.0,0,1170.96,1170.96
2024-01-06 00:00:00,2.22,61.7,6.91,0.0,0.0,44.47,44.47,1,915.23,870.76
2024-01-06 01:00:00,-2.32,83.1,2.98,0.0,2.68,0.0,2.68,1,975.55,972.87
2024-01-06 02:00:00,2.27,80.3,2.37,0.0,0.0,0.0,0.0,1,871.22,871.22
2024-01-06 03:00:00,-4.07,81.7,10.61,0.0,1.59,160.87,162.46,1,991.38,828.92
2024-01-06 04:00:00,0.47,71.8,2.75,0.0,0.49,0.0,0.49,1,931.84,931.35
2024-01-06 05:00:00,4.5,72.3,3.31,0.0,0.0,0.56,0.56,1,993.46,992.9
2024-01-06 06:00:00,-1.7,59.7,2.43,0.0,4.12,0.75,4.87,1,1213.16,1208.29
2024-01-06 07:00:00,0.27,76.0,5.18,67.1,27.63,10.65,38.28,1,1384.43,1346.15
2024-01-06 08:00:00,2.94,69.6,10.32,147.4,72.88,150.68,223.56,1,1389.48,1165.92
2024-01-06 09:00:00,2.91,69.5,3.6,189.8,86.73,1.81,88.54,1,1397.97,1309.43
2024-01-06 10:00:00,1.9,77.0,5.74,248.2,107.0,18.6,125.6,1,1417.21,1291.61
2024-01-06 11:00:00,6.66,57.2,4.73,300.0,132.66,3.79,136.45,1,1279.24,1142.79
2024-01-06 12:00:00,5.21,59.7,4.16,248.3,111.96,0.0,111.96,1,1342.32,1230.36
2024-01-06 13:00:00,9.38,62.4,5.99,275.9,122.32,29.85,152.17,1,1181.04,1028.87
2024-01-06 14:00:00,6.82,51.7,5.88,252.2,111.91,17.76,129.67,1,1287.06,1157.39
2024-01-06 15:00:00,12.42,57.5,4.34,240.2,108.48,5.19,113.67,1,1189.62,1075.95
2024-01-06 16:00:00,7.12,63.1,8.96,151.8,68.26,99.83,168.09,1,1401.85,1233.76
2024-01-06 17:00:00,7.63,57.2,1.52,47.2,17.23,0.0,17.23,1,1486.01,1468.78
2024-01-06 18:00:00,9.34,71.2,1.94,0.0,5.4,1.6,7.0,1,1546.58,1539.58
2024-01-06 19:00:00,3.8,49.9,14.07,0.0,0.22,224.9,225.12,1,1599.26,1374.14
2024-01-06 20:00:00,5.81,72.4,7.63,0.0,3.17,58.14,61.31,1,1449.16,1387.85
2024-01-06 21:00:00,6.89,70.3,8.3,0.0,2.34,73.25,75.59,1,1290.23,1214.64
2024-01-06 22:00:00,-0.82,62.0,6.24,0.0,2.21,30.01,32.22,1,1246.84,1214.62
2024-01-06 23:00:00,1.92,60.6,4.8,0.0,0.0,10.15,10.15,1,1061.71,1051.56
2024-01-07 00:00:00,1.04,52.6,6.47,0.0,1.49,32.79,34.28,1,947.85,913.57
2024-01-07 01:00:00,1.39,63.8,2.03,0.0,0.0,5.41,5.41,1,902.8,897.39
2024-01-07 02:00:00,-3.55,79.2,7.74,0.0,0.67,59.17,59.84,1,947.1,887.26
2024-01-07 03:00:00,-3.9,70.6,5.73,0.0,0.0,20.08,20.08,1,980.68,960.6
2024-01-07 04:00:00,0.32,80.1,11.52,0.0,0.0,204.79,204.79,1,958.04,753.25
2024-01-07 05:00:00,0.33,65.2,6.55,0.0,1.87,43.43,45.3,1,1125.29,1079.99
2024-01-07 06:00:00,1.02,74.9,2.64,0.0,5.65,0.0,5.65,1,1191.36,1185.71
2024-01-07 07:00:00,2.27,62.3,5.24,74.4,35.49,15.69,51.18,1,1338.2,1287.02
2024-01-07 08:00:00,1.21,58.8,1.59,103.0,44.64,0.0,44.64,1,1451.12,1406.48
2024-01-07 09:00:00,4.52,64.1,7.6,203.6,88.43,54.96,143.39,1,1482.2,1338.81
2024-01-07 10:00:00,5.94,58.1,5.43,203.5,92.65,23.31,115.96,1,1380.98,1265.02
2024-01-07 11:00:00,4.93,49.7,4.42,187.9,80.6,7.75,88.35,1,1356.76,1268.41
2024-01-07 12:00:00,11.65,59.3,12.09,266.3,117.86,225.12,342.98,1,1207.18,864.2
2024-01-07 13:00:00,9.38,60.7,10.92,247.1,112.56,179.86,292.42,1,1250.91,958.49
2024-01-07 14:00:00,6.21,69.4,11.36,219.3,95.61,197.99,293.6,1,1294.96,1001.36
2024-01-07 15:00:00,10.45,66.5,3.25,211.3,90.81,0.0,90.81,1,1187.45,1096.64
2024-01-07 16:00:00,6.69,69.0,7.42,157.0,63.73,50.87,114.6,1,1437.66,1323.06
2024-01-07 17:00:00,10.07,65.6,11.08,59.4,33.1,179.18,212.28,1,1444.96,1232.68
2024-01-07 18:00:00,10.09,63.4,5.98,0.0,3.99,25.85,29.84,1,1434.71,1404.87
2024-01-07 19:00:00,4.7,52.2,3.19,0.0,0.0,4.92,4.92,1,1529.89,1524.97
2024-01-07 20:00:00,7.42,64.6,8.48,0.0,0.0,90.17,90.17,1,1369.59,1279.42
2024-01-07 21:00:00,4.91,69.8,9.46,0.0,5.28,111.31,116.59,1,1293.78,1177.19
2024-01-07 22:00:00,4.52,78.2,7.16,0.0,1.95,47.34,49.29,1,1173.46,1124.17
2024-01-07 23:00:00,5.68,73.5,3.83,0.0,2.63,6.04,8.67,1,953.01,944.34
2024-01-08 00:00:00,-0.07,79.2,2.99,0.0,4.02,0.0,4.02,0,1061.05,1057.03
2024-01-08 01:00:00,-1.99,61.9,6.43,0.0,0.0,34.69,34.69,0,1106.15,1071.46
2024-01-08 02:00:00,-2.79,68.2,5.28,0.0,1.84,14.33,16.17,0,1067.74,1051.57
2024-01-08 03:00:00,-2.79,74.4,6.83,0.0,1.06,41.3,42.36,0,1145.36,1103.0
2024-01-08 04:00:00,-1.0,80.1,2.24,0.0,0.0,8.54,8.54,0,1104.27,1095.73
2024-01-08 05:00:00,0.42,69.0,2.48,0.0,2.19,0.27,2.46,0,1319.66,1317.2
2024-01-08 06:00:00,1.07,68.6,4.36,0.0,0.0,4.5,4.5,0,1371.1,1366.6
2024-01-08 07:00:00,3.32,73.5,3.56,63.4,27.91,8.66,36.57,0,1529.36,1492.79
2024-01-08 08:00:00,2.74,57.5,6.39,165.8,75.67,36.23,111.9,0,1662.98,1551.08
2024-01-08 09:00:00,7.2,77.9,4.4,185.2,88.46,7.69,96.15,0,1644.84,1548.69
2024-01-08 10:00:00,4.71,56.4,6.98,265.3,119.5,34.83,154.33,0,1633.8,1479.47
2024-01-08 11:00:00,12.49,46.7,7.87,324.6,148.01,70.1,218.11,0,1431.3,1213.19
2024-01-08 12:00:00,8.91,60.8,2.96,310.1,141.22,0.0,141.22,0,1475.13,1333.91
2024-01-08 13:00:00,6.45,73.4,10.33,223.1,94.49,153.16,247.65,0,1526.68,1279.03
2024-01-08 14:00:00,6.47,63.9,8.09,225.6,96.48,70.61,167.09,0,1512.56,1345.47
2024-01-08 15:00:00,10.06,65.0,6.45,148.5,67.64,28.15,95.79,0,1513.22,1417.43
2024-01-08 16:00:00,8.34,59.5,10.06,124.1,64.77,140.6,205.37,0,1622.09,1416.72
2024-01-08 17:00:00,9.9,58.6,3.61,65.8,31.54,2.6,34.14,0,1675.7,1641.56
2024-01-08 18:00:00,8.58,48.4,4.81,0.0,2.92,6.06,8.98,0,1779.48,1770.5
2024-01-08 19:00:00,6.34,43.9,1.95,0.0,5.23,1.91,7.14,0,1782.08,1774.94
2024-01-08 20:00:00,3.43,65.0,5.07,0.0,0.0,13.87,13.87,0,1832.36,1818.49
2024-01-08 21:00:00,0.67,75.5,5.46,0.0,11.95,10.9,22.85,0,1702.88,1680.03
2024-01-08 22:00:00,1.72,69.3,6.36,0.0,6.42,29.74,36.16,0,1408.79,1372.63
2024-01-08 23:00:00,3.38,73.0,1.67,0.0,2.01,0.0,2.01,0,1178.32,1176.31
2024-01-09 00:00:00,0.94,81.9,1.18,0.0,0.0,0.0,0.0,0,1095.07,1095.07
2024-01-09 01:00:00,-3.07,72.8,4.8,0.0,0.0,7.82,7.82,0,1126.16,1118.34
2024-01-09 02:00:00,-0.45,69.8,2.98,0.0,2.41,0.0,2.41,0,988.93,986.52
2024-01-09 03:00:00,-0.15,64.5,7.75,0.0,8.03,70.72,78.75,0,1028.53,949.78
2024-01-09 04:00:00,-2.77,87.0,6.83,0.0,6.73,42.5,49.23,0,1094.29,1045.06
2024-01-09 05:00:00,0.01,74.4,4.08,0.0,9.66,0.0,9.66,0,1214.22,1204.56
2024-01-09 06:00:00,0.59,61.7,1.41,0.0,0.0,0.0,0.0,0,1381.91,1381.91
2024-01-09 07:00:00,-1.01,58.6,2.92,86.3,41.92,0.0,41.92,0,1638.98,1597.06
2024-01-09 08:00:00,3.49,76.6,7.05,126.1,58.22,43.15,101.37,0,1628.63,1527.26
2024-01-09 09:00:00,5.23,56.7,13.97,209.5,96.47,216.37,312.84,0,1639.68,1326.84
2024-01-09 10:00:00,7.68,78.3,4.09,251.2,116.8,0.0,116.8,0,1594.29,1477.49
2024-01-09 11:00:00,8.82,39.9,8.27,221.8,101.59,83.21,184.8,0,1534.6,1349.8
2024-01-09 12:00:00,4.5,72.1,9.23,324.5,151.0,119.69,270.69,0,1670.53,1399.84
2024-01-09 13:00:00,6.27,63.7,1.44,276.9,127.09,3.17,130.26,0,1513.93,1383.67
2024-01-09 14:00:00,9.96,60.2,10.24,212.4,97.2,148.56,245.76,0,1439.7,1193.94
2024-01-09 15:00:00,10.13,57.6,5.15,193.8,88.08,11.38,99.46,0,1444.45,1344.99
2024-01-09 16:00:00,9.96,74.3,11.86,145.2,66.4,222.73,289.13,0,1634.65,1345.52
2024-01-09 17:00:00,16.81,65.5,5.72,78.1,28.4,22.18,50.58,0,1675.91,1625.33
2024-01-09 18:00:00,8.79,53.5,3.37,0.0,1.05,0.79,1.84,0,1831.03,1829.19
2024-01-09 19:00:00,9.0,48.2,12.46,0.0,2.4,234.92,237.32,0,1817.22,1579.9
2024-01-09 20:00:00,7.39,64.9,3.43,0.0,3.15,3.88,7.03,0,1709.66,1702.63
2024-01-09 21:00:00,5.43,65.0,9.51,0.0,0.0,117.88,117.88,0,1531.41,1413.53
2024-01-09 22:00:00,2.01,54.4,2.83,0.0,1.63,0.69,2.32,0,1385.38,1383.06
2024-01-09 23:00:00,3.17,67.6,6.89,0.0,1.74,45.2,46.94,0,1129.3,1082.36
2024-01-10 00:00:00,-1.23,64.7,4.73,0.0,2.08,3.79,5.87,0,1062.95,1057.08
2024-01-10 01:00:00,-0.85,70.3,12.29,0.0,0.0,225.44,225.44,0,1104.45,879.01
2024-01-10 02:00:00,-1.89,76.6,2.94,0.0,0.0,0.0,0.0,0,1040.86,1040.86
2024-01-10 03:00:00,-0.82,82.9,4.71,0.0,1.13,0.0,1.13,0,992.22,991.09
2024-01-10 04:00:00,4.27,78.1,6.57,0.0,0.0,34.89,34.89,0,1057.71,1022.82
2024-01-10 05:00:00,-4.44,64.4,12.67,0.0,0.0,230.82,230.82,0,1343.17,1112.35
2024-01-10 06:00:00,1.98,72.2,3.91,0.0,0.71,3.68,4.39,0,1401.09,1396.7
2024-01-10 07:00:00,-2.04,68.5,4.62,66.7,25.67,14.05,39.72,0,1661.67,1621.95
2024-01-10 08:00:00,1.67,55.9,5.12,118.4,61.0,21.02,82.02,0,1685.31,1603.29
2024-01-10 09:00:00,6.4,68.2,3.51,113.5,43.5,3.04,46.54,0,1736.53,1689.99
2024-01-10 10:00:00,5.44,78.3,8.48,237.5,105.71,84.07,189.78,0,1619.84,1430.06
2024-01-10 11:00:00,4.13,62.3,2.02,207.9,92.16,4.65,96.81,0,1661.99,1565.18
2024-01-10 12:00:00,5.96,48.0,7.18,240.9,102.17,47.82,149.99,0,1574.46,1424.47
2024-01-10 13:00:00,9.83,60.0,5.68,226.8,95.13,18.31,113.44,0,1501.53,1388.09
2024-01-10 14:00:00,7.23,49.5,3.42,239.4,109.78,0.0,109.78,0,1546.52,1436.74
2024-01-10 15:00:00,9.48,65.9,5.36,96.9,54.9,19.26,74.16,0,1470.58,1396.42
2024-01-10 16:00:00,8.93,63.4,8.65,112.2,44.56,91.16,135.72,0,1607.09,1471.37
2024-01-10 17:00:00,6.9,58.4,4.99,61.7,13.42,13.81,27.23,0,1711.12,1683.89
2024-01-10 18:00:00,12.26,58.1,2.34,0.0,0.0,1.16,1.16,0,1718.71,1717.55
2024-01-10 19:00:00,7.9,60.3,1.33,0.0,0.0,1.02,1.02,0,1819.51,1818.49
2024-01-10 20:00:00,0.84,63.5,7.97,0.0,0.0,63.37,63.37,0,1887.51,1824.14
2024-01-10 21:00:00,4.41,58.8,4.12,0.0,0.41,8.15,8.56,0,1650.18,1641.62
2024-01-10 22:00:00,1.25,55.5,10.64,0.0,3.78,163.4,167.18,0,1457.0,1289.82
2024-01-10 23:00:00,3.38,77.1,6.37,0.0,0.0,32.79,32.79,0,1193.82,1161.03
2024-01-11 00:00:00,-1.27,66.2,4.92,0.0,0.0,6.44,6.44,0,1143.81,1137.37
2024-01-11 01:00:00,-0.57,71.5,5.93,0.0,7.81,20.41,28.22,0,1038.48,1010.26
2024-01-11 02:00:00,0.29,73.1,5.08,0.0,3.67,13.97,17.64,0,997.91,980.27
2024-01-11 03:00:00,0.91,73.6,9.99,0.0,0.0,139.17,139.17,0,1044.91,905.74
2024-01-11 04:00:00,-3.46,61.4,5.09,0.0,2.39,17.75,20.14,0,1132.83,1112.69
2024-01-11 05:00:00,-1.06,56.8,2.15,0.0,1.28,0.0,1.28,0,1260.88,1259.6
2024-01-11 06:00:00,-0.57,64.5,6.2,0.0,4.37,23.65,28.02,0,1448.63,1420.61
2024-01-11 07:00:00,0.07,71.2,6.42,63.6,30.21,42.44,72.65,0,1622.87,1550.22
2024-01-11 08:00:00,6.6,60.7,7.83,139.7,67.78,71.27,139.05,0,1582.5,1443.45
2024-01-11 09:00:00,4.9,62.2,10.7,217.7,94.05,166.45,260.5,0,1636.38,1375.88
2024-01-11 10:00:00,2.53,80.5,4.97,236.8,105.66,11.66,117.32,0,1679.09,1561.77
2024-01-11 11:00:00,8.53,47.2,4.28,295.3,128.18,1.85,130.03,0,1528.23,1398.2
2024-01-11 12:00:00,12.21,54.7,5.34,231.1,101.0,9.64,110.64,0,1424.44,1313.8
2024-01-11 13:00:00,10.61,75.0,9.87,303.0,135.85,137.6,273.45,0,1484.43,1210.98
2024-01-11 14:00:00,5.5,58.8,12.85,229.5,105.59,232.03,337.62,0,1596.27,1258.65
2024-01-11 15:00:00,7.94,53.4,12.24,177.5,78.48,222.35,300.83,0,1471.11,1170.28
2024-01-11 16:00:00,11.63,68.6,3.32,97.0,46.98,0.4,47.38,0,1444.16,1396.78
2024-01-11 17:00:00,6.78,60.2,5.39,80.8,37.38,15.24,52.62,0,1871.93,1819.31
2024-01-11 18:00:00,8.52,58.0,3.56,0.0,0.0,0.0,0.0,0,1818.09,1818.09
2024-01-11 19:00:00,8.21,63.5,4.4,0.0,5.9,4.52,10.42,0,1794.51,1784.09
